r,Bi-Bi,Total
2.27000,0.00000,0.00000
2.29000,0.00000,0.00000
2.31000,0.00000,0.00000
2.33000,0.00000,0.00000
2.35000,0.00000,0.00000
2.37000,0.00000,0.00000
2.39000,0.00000,0.00000
2.41000,0.00000,0.00000
2.43000,0.00000,0.00000
2.45000,0.00000,0.00000
2.47000,0.00000,0.00000
2.49000,0.00000,0.00000
2.51000,0.00000,0.00000
2.53000,0.00000,0.00000
2.55000,0.00000,0.00000
2.57000,0.00000,0.00000
2.59000,0.00000,0.00000
2.61000,0.00000,0.00000
2.63000,0.00000,0.00000
2.65000,0.00000,0.00000
2.67000,0.00000,0.00000
2.69000,0.00000,0.00000
2.71000,0.00000,0.00000
2.73000,0.00000,0.00000
2.75000,0.00000,0.00000
2.77000,0.00000,0.00000
2.79000,0.00000,0.00000
2.81000,0.48433,0.48433
2.83000,0.00000,0.00000
2.85000,0.00000,0.00000
2.87000,0.30953,0.30953
2.89000,0.15263,0.15263
2.91000,0.15054,0.15054
2.93000,0.29698,0.29698
2.95000,1.02538,1.02538
2.97000,1.15613,1.15613
2.99000,0.85554,0.85554
3.01000,2.11051,2.11051
3.03000,1.38849,1.38849
3.05000,2.32959,2.32959
3.07000,2.16408,2.16408
3.09000,2.40317,2.40317
3.11000,1.97697,1.97697
3.13000,3.25298,3.25298
3.15000,1.54166,1.54166
3.17000,2.66398,2.66398
3.19000,3.75811,3.75811
3.21000,3.71143,3.71143
3.23000,1.46624,1.46624
3.25000,1.44825,1.44825
3.27000,1.78824,1.78824
3.29000,4.23975,4.23975
3.31000,3.25785,3.25785
3.33000,2.06925,2.06925
3.35000,1.93103,1.93103
3.37000,2.24491,2.24491
3.39000,2.21850,2.21850
3.41000,2.19256,2.19256
3.43000,1.62530,1.62530
3.45000,2.24911,2.24911
3.47000,1.48217,1.48217
3.49000,2.30251,2.30251
3.51000,1.96593,1.96593
3.53000,1.12531,1.12531
3.55000,1.71958,1.71958
3.57000,1.00021,1.00021
3.59000,1.28583,1.28583
3.61000,0.78254,0.78254
3.63000,1.16091,1.16091
3.65000,1.14822,1.14822
3.67000,0.94645,0.94645
3.69000,0.74897,0.74897
3.71000,1.94492,1.94492
3.73000,0.54975,0.54975
3.75000,1.35975,1.35975
3.77000,1.25567,1.25567
3.79000,0.62123,0.62123
3.81000,1.22944,1.22944
3.83000,1.30354,1.30354
3.85000,1.54803,1.54803
3.87000,1.02138,1.02138
3.89000,0.67394,0.67394
3.91000,0.83383,0.83383
3.93000,1.07297,1.07297
3.95000,1.06213,1.06213
3.97000,1.05146,1.05146
3.99000,1.20109,1.20109
4.01000,1.03059,1.03059
4.03000,1.17736,1.17736
4.05000,1.63207,1.63207
4.07000,0.92347,0.92347
4.09000,0.99066,0.99066
4.11000,0.90558,0.90558
4.13000,0.67262,0.67262
4.15000,0.37009,0.37009
4.17000,1.31956,1.31956
4.19000,0.72611,0.72611
4.21000,1.29461,1.29461
4.23000,0.99742,0.99742
4.25000,0.91748,0.91748
4.27000,0.76907,0.76907
4.29000,1.45457,1.45457
4.31000,1.02936,1.02936
4.33000,0.74791,0.74791
4.35000,1.54945,1.54945
4.37000,0.80103,0.80103
4.39000,0.92604,0.92604
4.41000,0.98320,0.98320
4.43000,1.29913,1.29913
4.45000,0.51499,0.51499
4.47000,1.59498,1.59498
4.49000,1.07494,1.07494
4.51000,0.94009,0.94009
4.53000,1.05604,1.05604
4.55000,0.73890,0.73890
4.57000,1.46490,1.46490
4.59000,1.27064,1.27064
4.61000,0.53985,0.53985
4.63000,0.89199,0.89199
4.65000,1.17911,1.17911
4.67000,1.11058,1.11058
4.69000,1.27499,1.27499
4.71000,0.80448,0.80448
4.73000,0.91165,0.91165
4.75000,0.67799,0.67799
4.77000,0.89642,0.89642
4.79000,0.66671,0.66671
4.81000,0.88158,0.88158
4.83000,0.49179,0.49179
4.85000,1.02967,1.02967
4.87000,0.59124,0.59124
4.89000,1.22614,1.22614
4.91000,0.95179,0.95179
4.93000,1.15387,1.15387
4.95000,0.88444,0.88444
4.97000,1.23859,1.23859
4.99000,1.27988,1.27988
5.01000,0.71102,0.71102
5.03000,0.80615,0.80615
5.05000,0.79977,0.79977
5.07000,0.84307,0.84307
5.09000,0.88566,0.88566
5.11000,0.58583,0.58583
5.13000,0.77502,0.77502
5.15000,0.96127,0.96127
5.17000,0.52462,0.52462
5.19000,0.56791,0.56791
5.21000,0.61052,0.61052
5.23000,0.88548,0.88548
5.25000,0.78625,0.78625
5.27000,0.96389,0.96389
5.29000,0.50108,0.50108
5.31000,0.67816,0.67816
5.33000,0.80770,0.80770
5.35000,0.84621,0.84621
5.37000,0.88412,0.88412
5.39000,0.92145,0.92145
5.41000,0.74043,0.74043
5.43000,0.56205,0.56205
5.45000,0.72960,0.72960
5.47000,0.76688,0.76688
5.49000,0.84589,0.84589
5.51000,0.79777,0.79777
5.53000,0.70864,0.70864
5.55000,0.57939,0.57939
5.57000,0.65741,0.65741
5.59000,0.69351,0.69351
5.61000,0.48605,0.48605
5.63000,0.64348,0.64348
5.65000,0.63893,0.63893
5.67000,0.83269,0.83269
5.69000,1.18121,1.18121
5.71000,0.54738,0.54738
5.73000,0.69886,0.69886
5.75000,0.53979,0.53979
5.77000,0.72750,0.72750
5.79000,0.87458,0.87458
5.81000,0.83081,0.83081
5.83000,0.52507,0.52507
5.85000,1.08023,1.08023
5.87000,0.62893,0.62893
5.89000,0.73490,0.73490
5.91000,1.09490,1.09490
5.93000,0.94253,0.94253
5.95000,0.64814,0.64814
5.97000,0.82264,0.82264
5.99000,0.92374,0.92374
6.01000,0.88231,0.88231
6.03000,0.91152,0.91152
6.05000,0.69654,0.69654
6.07000,0.93415,0.93415
6.09000,1.44359,1.44359
6.11000,0.92196,0.92196
6.13000,0.94988,0.94988
6.15000,1.04482,1.04482
6.17000,0.97108,0.97108
6.19000,1.43060,1.43060
6.21000,1.15695,1.15695
6.23000,1.05100,1.05100
6.25000,1.14219,1.14219
6.27000,1.49160,1.49160
6.29000,1.38547,1.38547
6.31000,1.34468,1.34468
6.33000,1.33620,1.33620
6.35000,1.45425,1.45425
6.37000,1.09956,1.09956
6.39000,1.28001,1.28001
6.41000,0.89973,0.89973
6.43000,1.20246,1.20246
6.45000,1.56272,1.56272
6.47000,1.21809,1.21809
6.49000,1.15007,1.15007
6.51000,0.99262,0.99262
6.53000,1.22571,1.22571
6.55000,1.60450,1.60450
6.57000,1.29943,1.29943
6.59000,0.90996,0.90996
6.61000,1.72139,1.72139
6.63000,1.39201,1.39201
6.65000,1.15305,1.15305
6.67000,1.11749,1.11749
6.69000,0.96840,0.96840
6.71000,1.21746,1.21746
6.73000,1.46353,1.46353
6.75000,0.92329,0.92329
6.77000,1.14034,1.14034
6.79000,1.46543,1.46543
6.81000,1.26443,1.26443
6.83000,1.14772,1.14772
6.85000,1.30404,1.30404
6.87000,1.32346,1.32346
6.89000,0.91300,0.91300
6.91000,1.20140,1.20140
6.93000,0.84940,0.84940
6.95000,1.16122,1.16122
6.97000,1.15456,1.15456
6.99000,1.27841,1.27841
7.01000,1.16736,1.16736
7.03000,1.05755,1.05755
7.05000,0.89768,0.89768
7.07000,1.40266,1.40266
7.09000,1.03973,1.03973
7.11000,1.10954,1.10954
7.13000,0.90272,0.90272
7.15000,1.09716,1.09716
7.17000,1.28942,1.28942
7.19000,1.15896,1.15896
7.21000,1.25063,1.25063
7.23000,0.85353,0.85353
7.25000,0.97009,0.97009
7.27000,0.72357,0.72357
7.29000,1.05542,1.05542
7.31000,1.07351,1.07351
7.33000,0.94903,0.94903
7.35000,1.06186,1.06186
7.37000,1.05611,1.05611
7.39000,1.07374,1.07374
7.41000,0.90544,0.90544
7.43000,0.90057,0.90057
7.45000,0.98761,0.98761
7.47000,0.93664,0.93664
7.49000,0.93164,0.93164
7.51000,0.72327,0.72327
7.53000,1.05667,1.05667
7.55000,0.89453,0.89453
7.57000,1.11226,1.11226
7.59000,1.04003,1.04003
7.61000,0.79243,0.79243
7.63000,0.74449,0.74449
7.65000,0.84952,0.84952
7.67000,1.08345,1.08345
7.69000,1.09938,1.09938
7.71000,1.05079,1.05079
7.73000,1.04536,1.04536
7.75000,0.78529,0.78529
7.77000,0.88682,0.88682
7.79000,0.75624,0.75624
7.81000,0.85686,0.85686
7.83000,1.14359,1.14359
7.85000,0.88953,0.88953
7.87000,0.65861,0.65861
7.89000,0.88053,0.88053
7.91000,0.65197,0.65197
7.93000,0.87167,0.87167
7.95000,0.80678,0.80678
7.97000,0.84287,0.84287
7.99000,0.79872,0.79872
8.01000,0.89408,0.89408
8.03000,0.81055,0.81055
8.05000,0.90489,0.90489
8.07000,0.86126,0.86126
8.09000,1.14917,1.14917
8.11000,1.18227,1.18227
8.13000,0.88717,0.88717
8.15000,0.69090,0.69090
8.17000,0.84031,0.84031
8.19000,0.68417,0.68417
8.21000,1.07800,1.07800
8.23000,1.12923,1.12923
8.25000,0.86155,0.86155
8.27000,1.06241,1.06241
8.29000,1.15004,1.15004
8.31000,1.19989,1.19989
8.33000,1.01042,1.01042
8.35000,0.84104,0.84104
8.37000,0.74604,0.74604
8.39000,0.97791,0.97791
8.41000,0.93722,0.93722
8.43000,1.07628,1.07628
8.45000,0.73198,0.73198
8.47000,1.10168,1.10168
8.49000,1.14955,1.14955
8.51000,0.93292,0.93292
8.53000,0.91103,0.91103
8.55000,1.01141,1.01141
8.57000,1.16290,1.16290
8.59000,1.08839,1.08839
8.61000,0.61905,0.61905
8.63000,0.66753,0.66753
8.65000,0.92001,0.92001
8.67000,1.27190,1.27190
8.69000,0.75963,0.75963
8.71000,1.02500,1.02500
8.73000,0.93668,0.93668
8.75000,0.96570,0.96570
8.77000,0.79556,0.79556
8.79000,0.74245,0.74245
8.81000,0.88689,0.88689
8.83000,1.12813,1.12813
8.85000,0.79752,0.79752
8.87000,0.92354,0.92354
8.89000,1.17747,1.17747
8.91000,1.10796,1.10796
8.93000,1.02307,1.02307
8.95000,0.98668,0.98668
8.97000,0.83969,0.83969
8.99000,1.04101,1.04101
9.01000,1.17772,1.17772
9.03000,0.84420,0.84420
9.05000,1.16733,1.16733
9.07000,0.94525,0.94525
9.09000,1.17251,1.17251
9.11000,1.04448,1.04448
9.13000,1.05521,1.05521
9.15000,1.00492,1.00492
9.17000,1.07634,1.07634
9.19000,0.93582,0.93582
9.21000,1.08204,1.08204
9.23000,1.00254,1.00254
9.25000,0.90882,0.90882
9.27000,1.14225,1.14225
9.29000,1.07825,1.07825
9.31000,0.97068,0.97068
9.33000,1.12761,1.12761
9.35000,0.99155,0.99155
9.37000,1.05992,1.05992
9.39000,1.01204,1.01204
9.41000,0.89257,0.89257
9.43000,1.20416,1.20416
9.45000,1.22762,1.22762
9.47000,1.05187,1.05187
9.49000,0.99082,0.99082
9.51000,0.98666,0.98666
9.53000,1.01059,1.01059
9.55000,0.76875,0.76875
9.57000,1.09960,1.09960
9.59000,0.99799,0.99799
9.61000,0.98003,0.98003
9.63000,1.00346,1.00346
9.65000,1.36891,1.36891
9.67000,0.94064,0.94064
9.69000,1.14041,1.14041
9.71000,1.10868,1.10868
9.73000,1.03680,1.03680
9.75000,0.99232,0.99232
9.77000,1.00162,1.00162
9.79000,1.17043,1.17043
9.81000,0.86100,0.86100
9.83000,1.10816,1.10816
9.85000,1.01169,1.01169
9.87000,1.02068,1.02068
9.89000,1.04262,1.04262
9.91000,1.05140,1.05140
9.93000,1.12474,1.12474
9.95000,0.87557,0.87557
9.97000,0.94901,0.94901
9.99000,1.18790,1.18790
10.01000,0.96689,0.96689
10.03000,0.96303,0.96303
10.05000,1.18638,1.18638
10.07000,1.08111,1.08111
10.09000,1.03926,1.03926
10.11000,1.03515,1.03515
10.13000,0.91927,0.91927
10.15000,0.97752,0.97752
10.17000,1.26948,1.26948
10.19000,0.99441,0.99441
10.21000,1.23509,1.23509
10.23000,1.01101,1.01101
10.25000,1.10414,1.10414
10.27000,0.85812,0.85812
10.29000,0.98722,0.98722
10.31000,0.95941,0.95941
10.33000,0.94375,0.94375
10.35000,0.77350,0.77350
10.37000,0.81794,0.81794
10.39000,0.90926,0.90926
10.41000,0.89401,0.89401
10.43000,1.03120,1.03120
10.45000,0.98056,0.98056
10.47000,0.97682,0.97682
10.49000,1.22796,1.22796
10.51000,0.99248,0.99248
10.53000,1.19566,1.19566
10.55000,0.91625,0.91625
10.57000,1.04971,1.04971
10.59000,1.05711,1.05711
10.61000,0.98519,0.98519
10.63000,1.18455,1.18455
10.65000,0.91036,0.91036
10.67000,1.04132,1.04132
10.69000,1.01512,1.01512
10.71000,0.96687,0.96687
10.73000,1.00756,1.00756
10.75000,1.08103,1.08103
10.77000,1.01108,1.01108
10.79000,1.20442,1.20442
10.81000,1.10179,1.10179
10.83000,0.95643,0.95643
10.85000,0.99623,0.99623
10.87000,0.92783,0.92783
10.89000,1.09641,1.09641
10.91000,1.00672,1.00672
10.93000,0.84298,0.84298
10.95000,1.05253,1.05253
10.97000,1.17582,1.17582
10.99000,0.94990,0.94990
11.01000,0.92542,0.92542
11.03000,0.78585,0.78585
11.05000,0.81433,0.81433
11.07000,0.96742,0.96742
11.09000,1.02613,1.02613
11.11000,1.02244,1.02244
11.13000,1.08051,1.08051
11.15000,1.04588,1.04588
11.17000,0.76627,0.76627
11.19000,0.99769,0.99769
11.21000,0.93327,0.93327
11.23000,0.84908,0.84908
11.25000,1.00722,1.00722
11.27000,0.99361,0.99361
11.29000,0.95009,0.95009
11.31000,0.90687,0.90687
11.33000,0.95333,0.95333
11.35000,0.91039,0.91039
11.37000,0.97621,0.97621
11.39000,0.81557,0.81557
11.41000,1.11625,1.11625
11.43000,1.20993,1.20993
11.45000,0.97234,0.97234
11.47000,0.88175,0.88175
11.49000,0.96558,0.96558
11.51000,1.01034,1.01034
11.53000,0.84383,0.84383
11.55000,0.93647,0.93647
11.57000,1.01894,1.01894
11.59000,0.97746,0.97746
11.61000,1.07813,1.07813
11.63000,0.96133,0.96133
11.65000,1.12709,1.12709
11.67000,1.00155,1.00155
11.69000,1.01678,1.01678
11.71000,0.89246,0.89246
11.73000,1.01912,1.01912
11.75000,0.98796,0.98796
11.77000,1.03061,1.03061
11.79000,1.09131,1.09131
11.81000,0.84085,0.84085
11.83000,1.12949,1.12949
11.85000,0.91688,0.91688
11.87000,0.92284,0.92284
11.89000,0.85662,0.85662
11.91000,1.02450,1.02450
11.93000,1.11959,1.11959
11.95000,1.01765,1.01765
11.97000,0.92528,0.92528
11.99000,0.88673,0.88673
12.01000,0.97216,0.97216
12.03000,0.92488,0.92488
12.05000,1.02717,1.02717
12.07000,0.88376,0.88376
12.09000,1.01166,1.01166
12.11000,0.85186,0.85186
12.13000,0.91836,0.91836
12.15000,1.07941,1.07941
12.17000,1.03283,1.03283
12.19000,1.02087,1.02087
12.21000,1.08593,1.08593
12.23000,0.98011,0.98011
12.25000,1.04487,1.04487
12.27000,1.10920,1.10920
12.29000,1.02964,1.02964
12.31000,0.98424,0.98424
12.33000,1.05651,1.05651
12.35000,0.83579,0.83579
12.37000,0.94139,0.94139
12.39000,1.11274,1.11274
12.41000,0.91877,0.91877
12.43000,0.92407,0.92407
12.45000,0.85531,0.85531
12.47000,0.91815,0.91815
12.49000,0.94790,0.94790
12.51000,1.11593,1.11593
12.53000,1.11237,1.11237
12.55000,1.04408,1.04408
12.57000,1.04882,1.04882
12.59000,0.92486,0.92486
12.61000,0.95400,0.95400
12.63000,1.03888,1.03888
12.65000,1.09136,1.09136
12.67000,1.06410,1.06410
12.69000,0.99742,0.99742
12.71000,1.01795,1.01795
12.73000,0.91250,0.91250
12.75000,1.13704,1.13704
12.77000,1.18820,1.18820
12.79000,0.81044,0.81044
12.81000,1.11088,1.11088
12.83000,1.06870,1.06870
12.85000,0.88009,0.88009
12.87000,1.06207,1.06207
12.89000,0.96671,0.96671
12.91000,1.17022,1.17022
12.93000,0.92261,0.92261
12.95000,1.01858,1.01858
12.97000,1.17458,1.17458
12.99000,1.10297,1.10297
13.01000,0.99414,0.99414
13.03000,1.03614,1.03614
13.05000,0.91321,0.91321
13.07000,1.05220,1.05220
13.09000,1.00435,1.00435
13.11000,0.86778,0.86778
13.13000,0.99084,0.99084
13.15000,1.15738,1.15738
13.17000,0.88929,0.88929
13.19000,0.94521,0.94521
13.21000,1.02271,1.02271
13.23000,0.99777,0.99777
13.25000,1.04559,1.04559
13.27000,1.16550,1.16550
13.29000,0.98156,0.98156
13.31000,1.04338,1.04338
13.33000,1.18373,1.18373
13.35000,1.02283,1.02283
13.37000,1.07682,1.07682
13.39000,1.06650,1.06650
13.41000,1.02787,1.02787
13.43000,1.04602,1.04602
13.45000,1.07814,1.07814
13.47000,1.01171,1.01171
13.49000,0.98770,0.98770
13.51000,0.85906,0.85906
13.53000,1.02365,1.02365
13.55000,0.89565,0.89565
13.57000,0.91378,0.91378
13.59000,0.91800,0.91800
13.61000,0.97036,0.97036
13.63000,1.09103,1.09103
13.65000,1.06731,1.06731
13.67000,0.96186,0.96186
13.69000,0.99986,0.99986
13.71000,1.05798,1.05798
13.73000,0.99404,0.99404
13.75000,0.91024,0.91024
13.77000,1.04878,1.04878
13.79000,0.92508,0.92508
13.81000,1.02267,1.02267
13.83000,1.04637,1.04637
13.85000,0.96360,0.96360
13.87000,0.96745,0.96745
13.89000,1.08360,1.08360
13.91000,0.88942,0.88942
13.93000,1.01169,1.01169
13.95000,0.95639,0.95639
13.97000,0.99937,0.99937
13.99000,1.21145,1.21145
14.01000,1.02615,1.02615
14.03000,0.97142,0.97142
14.05000,1.02031,1.02031
14.07000,0.94014,0.94014
14.09000,0.83474,0.83474
14.11000,1.00525,1.00525
14.13000,1.05987,1.05987
14.15000,1.04414,1.04414
14.17000,1.13008,1.13008
14.19000,0.89266,0.89266
14.21000,0.97221,0.97221
14.23000,0.98837,0.98837
14.25000,1.02326,1.02326
14.27000,1.00162,1.00162
14.29000,0.98009,0.98009
14.31000,0.92132,0.92132
14.33000,0.94979,0.94979
14.35000,0.90381,0.90381
14.37000,0.90747,0.90747
14.39000,0.89264,0.89264
14.41000,0.98225,0.98225
14.43000,0.94280,0.94280
14.45000,0.95240,0.95240
14.47000,0.95586,0.95586
14.49000,1.06858,1.06858
14.51000,0.99903,0.99903
14.53000,0.97817,0.97817
14.55000,0.89118,0.89118
14.57000,1.08690,1.08690
14.59000,1.01206,1.01206
14.61000,1.03915,1.03915
14.63000,1.17925,1.17925
14.65000,0.90875,0.90875
14.67000,1.04844,1.04844
14.69000,0.98060,0.98060
14.71000,1.01329,1.01329
14.73000,1.15154,1.15154
14.75000,1.10155,1.10155
14.77000,1.06351,1.06351
14.79000,1.00236,1.00236
14.81000,1.04033,1.04033
14.83000,1.07810,1.07810
14.85000,1.04630,1.04630
14.87000,0.90512,0.90512
14.89000,0.89694,0.89694
14.91000,0.92321,0.92321
14.93000,1.02368,1.02368
14.95000,0.95820,0.95820
14.97000,0.91014,0.91014
14.99000,1.12329,1.12329
15.01000,0.87134,0.87134
15.03000,0.86903,0.86903
15.05000,0.99053,0.99053
15.07000,0.90371,0.90371
15.09000,1.05807,1.05807
15.11000,0.94918,0.94918
15.13000,0.98566,0.98566
15.15000,0.93862,0.93862
15.17000,0.97492,0.97492
15.19000,1.03866,1.03866
15.21000,1.10756,1.10756
15.23000,0.97275,0.97275
15.25000,0.95376,0.95376
15.27000,0.99500,0.99500
15.29000,1.00876,1.00876
15.31000,0.97893,0.97893
15.33000,0.93298,0.93298
15.35000,0.94678,0.94678
15.37000,0.94972,0.94972
15.39000,0.97416,0.97416
15.41000,1.09510,1.09510
15.43000,0.94235,0.94235
15.45000,0.95059,0.95059
15.47000,1.15054,1.15054
15.49000,0.92975,0.92975
15.51000,1.07573,1.07573
15.53000,1.01482,1.01482
15.55000,0.96476,0.96476
15.57000,0.86763,0.86763
15.59000,0.93359,0.93359
15.61000,0.99921,0.99921
15.63000,1.00709,1.00709
15.65000,1.03054,1.03054
15.67000,1.02272,1.02272
15.69000,0.82852,0.82852
15.71000,1.07950,1.07950
15.73000,1.14889,1.14889
15.75000,1.06375,1.06375
15.77000,1.05593,1.05593
15.79000,1.03791,1.03791
15.81000,1.06079,1.06079
15.83000,1.07846,1.07846
15.85000,1.06052,1.06052
15.87000,1.10340,1.10340
15.89000,1.09052,1.09052
15.91000,1.17843,1.17843
15.93000,0.89919,0.89919
15.95000,0.88691,0.88691
15.97000,0.88969,0.88969
15.99000,0.85257,0.85257
16.01000,0.93499,0.93499
16.03000,0.97730,0.97730
16.05000,0.99961,0.99961
16.07000,1.01193,1.01193
16.09000,1.13744,1.13744
16.11000,1.00691,1.00691
16.13000,1.03382,1.03382
16.15000,1.10457,1.10457
16.17000,1.00433,1.00433
16.19000,1.10884,1.10884
16.21000,0.94602,0.94602
16.23000,0.96788,0.96788
16.25000,0.88826,0.88826
16.27000,1.04981,1.04981
16.29000,0.97998,0.97998
16.31000,0.98237,0.98237
16.33000,1.03733,1.03733
16.35000,0.97280,0.97280
16.37000,1.04654,1.04654
16.39000,0.94433,0.94433
16.41000,1.11245,1.11245
16.43000,0.98224,0.98224
16.45000,1.05523,1.05523
16.47000,0.98217,0.98217
16.49000,1.01261,1.01261
16.51000,0.94468,0.94468
16.53000,0.95173,0.95173
16.55000,1.09371,1.09371
16.57000,0.88678,0.88678
16.59000,1.06065,1.06065
16.61000,0.97031,0.97031
16.63000,1.01868,1.01868
16.65000,1.06681,1.06681
16.67000,1.01380,1.01380
16.69000,0.96560,0.96560
16.71000,1.01808,1.01808
16.73000,0.99743,0.99743
16.75000,1.16316,1.16316
16.77000,1.02894,1.02894
16.79000,0.95866,0.95866
16.81000,0.97442,0.97442
16.83000,1.09812,1.09812
16.85000,0.98327,0.98327
16.87000,1.10636,1.10636
16.89000,1.00543,1.00543
16.91000,0.94956,0.94956
16.93000,0.84502,0.84502
16.95000,0.99389,0.99389
16.97000,0.98270,0.98270
16.99000,0.95830,0.95830
17.01000,1.00011,1.00011
17.03000,1.11644,1.11644
17.05000,0.88141,0.88141
17.07000,0.89684,0.89684
17.09000,1.00822,1.00822
17.11000,1.03635,1.03635
17.13000,0.94705,0.94705
17.15000,0.97518,0.97518
17.17000,0.99885,0.99885
17.19000,1.09144,1.09144
17.21000,0.93396,0.93396
17.23000,1.08637,1.08637
17.25000,1.00674,1.00674
17.27000,1.03006,1.03006
17.29000,1.01062,1.01062
17.31000,0.93171,0.93171
17.33000,0.89136,0.89136
17.35000,0.96553,0.96553
17.37000,0.98021,0.98021
17.39000,1.07912,1.07912
17.41000,1.03038,1.03038
17.43000,0.99865,0.99865
17.45000,1.01310,1.01310
17.47000,1.04420,1.04420
17.49000,1.03348,1.03348
17.51000,1.08517,1.08517
17.53000,0.97484,0.97484
17.55000,0.99745,0.99745
17.57000,1.06538,1.06538
17.59000,0.95996,0.95996
17.61000,0.98245,0.98245
17.63000,1.03764,1.03764
17.65000,0.91662,0.91662
17.67000,0.97579,0.97579
17.69000,1.10393,1.10393
17.71000,0.97138,0.97138
17.73000,1.02597,1.02597
17.75000,1.01556,1.01556
17.77000,1.02539,1.02539
17.79000,0.95864,0.95864
17.81000,0.91228,0.91228
17.83000,0.95434,0.95434
17.85000,0.98821,0.98821
17.87000,1.10975,1.10975
17.89000,0.93998,0.93998
17.91000,0.98955,0.98955
17.93000,0.96752,0.96752
17.95000,1.04845,1.04845
17.97000,1.05006,1.05006
17.99000,0.94532,0.94532
18.01000,1.01003,1.01003
18.03000,0.96858,0.96858
18.05000,1.04469,1.04469
18.07000,1.01505,1.01505
18.09000,0.97385,0.97385
18.11000,0.97559,0.97559
18.13000,1.01998,1.01998
18.15000,0.95968,0.95968
18.17000,0.96916,0.96916
18.19000,0.98629,0.98629
18.21000,0.87649,0.87649
18.23000,1.00882,1.00882
18.25000,0.90709,0.90709
18.27000,0.87838,0.87838
18.29000,1.01745,1.01745
18.31000,0.91257,0.91257
18.33000,0.90299,0.90299
18.35000,1.05624,1.05624
18.37000,0.97461,0.97461
18.39000,0.98380,0.98380
18.41000,0.91772,0.91772
18.43000,1.06210,1.06210
18.45000,0.93996,0.93996
18.47000,1.07619,1.07619
18.49000,1.07013,1.07013
18.51000,0.96736,0.96736
18.53000,1.00240,1.00240
18.55000,1.01877,1.01877
18.57000,1.01657,1.01657
18.59000,1.07341,1.07341
18.61000,1.10791,1.10791
